,species_name,phylo_level,parent,F12246,F12247,F12248,F12249,F12250,F12252,F12253,F12254,F12255,F12257,F12260,F12261,F12262,F12263,F12265,F12266,F12268,F12269,F12270,F12271,F12272,F12273,F12276,F12277,F12278,F12279,F12280,F12281,F12284,F12285,F12286,F12287,F12289,F12292,F12293,F12294,F12295,F12296,F12300,F12301,F12303,F12304,F12307,F12308,F12310,F12311,F12312,F12315,F12316,F12317,F12318,F12320,F12321,F12323,F12324,F12326,F12327,F12328,F12329,F12331,F12332,F12333,F12339
1945512,Cellvibrio sp. PSBB023,S,2624793,,,229.0,,,443.0,802.0,,,,264.0,,,,,,118.0,,,774.0,,341.0,262.0,1058.0,1471.0,194.0,242.0,227.0,,439.0,216.0,,180.0,1242.0,,,,,294.0,,,,,,,,,,,,,269.0,,,261.0,,,261.0,156.0,,112.0,,
1411621,Hymenobacter sedentarius,S,89966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.0,,,3856.0,620.0,,,1902.0,,,,,,,,,,,,,,,,,,,,,,,,2488.0,,
1104326,Enterobacter cloacae subsp. dissolvens SDM,S2,69219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9609.0,,,,,,,,,,,,,,,,,,,,,,,,
28135,Prevotella oris,S,838,,,,,,,569.0,,,,,,,,,,,1126.0,,,,,,1271.0,,,,,,5362.0,,,,490.0,,,,,,,,,,,,,,,,244.0,,494.0,,,,,,,,,,,
28447,Clavibacter michiganensis,S,1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389489,Leifsonia xyli subsp. cynodontis DSM 46306,S2,31966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585717,Agromyces sp. HY052,S,2639701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33050,Sphingopyxis macrogoltabida,S,165697,,,,,,,,,,,,,,,,,,,,,1798.0,,,,4671.0,,,,,,,,,,2922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241981,Chryseobacterium lactis,S,59732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28131,Prevotella intermedia,S,838,149.0,,,,,,,,,,,,,2057.0,,171.0,,702.0,,567.0,,,,,474.0,,,,,4064.0,,,,392.0,,,,214.0,,,,,,,,,,,187.0,,,,,,,,,,,,,,286.0
1756149,Elizabethkingia bruuniana,S,308865,,,,,1452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7391.0,,,,,,,,,,,,,,,,,,,,341.0,,,,,,,,,,
1094466,Flavobacterium indicum GPTSA100-9 = DSM 17447,S1,312277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678728,Flavobacterium kingsejongi,S,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62322,Shewanella baltica,S,22,,,,,,,,,,,,,,,,,,1254.0,,,,,,1901.0,,,,,,5455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0,174.0,
195105,Haematobacter massiliensis,S,366614,,,,,,,,,,754.0,,,,,,,,,,8299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565554,Sphingobium sp. PAMC28499,S,2611147,,,,,,,,,,,,,,,,,,,,8984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Corynebacterium diphtheriae,S,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8943.0,,,,,,,,
95486,Burkholderia cenocepacia,S,87882,,,,,,,,,,,,,,,,,,,,8888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,Brochothrix thermosphacta,S,2755,199.0,,,171.0,,108.0,,,,,152.0,,,,,,,,,2567.0,,,,409.0,114.0,,,151.0,,307.0,,,189.0,428.0,210.0,,,,183.0,,,,,,,,,,,3198.0,,113.0,,,,,,,,,338.0,,
1643450,Devosia sp. H5989,S,196773,,,284.0,231.0,,230.0,,,,331.0,,,,,,,,,152.0,921.0,140.0,,,,,,,,,,,,892.0,810.0,239.0,152.0,359.0,181.0,,,,352.0,,,,249.0,,,,228.0,,203.0,,362.0,883.0,203.0,190.0,145.0,,152.0,586.0,,239.0
1328,Streptococcus anginosus,S,671232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8702.0,,,,,,,,,,,,,
44008,Enterococcus cecorum,S,1350,172.0,,,,,204.0,136.0,,,730.0,,,,,336.0,,,365.0,267.0,922.0,,,517.0,268.0,1087.0,,111.0,460.0,202.0,741.0,,197.0,536.0,1223.0,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,
1063,Rhodobacter sphaeroides,S,1060,,,,,,,,,,,,,,,,,,,,8440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479392,Pseudomonas sp. LTJR-52,S,2583993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4664.0,,,,,,,,,,3590.0,
219572,Pseudomonas antarctica,S,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8205.0,,
2575699,Elizabethkingia sp. 2-6,S,2685307,,,,,,,,,,,,,,,,,,,,8198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844006,Phaeobacter porticola,S,302485,,,,,,,,,,,,,,,,,,,,8114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135719,Sphingobium amiense,S,165695,,,,,,,,,,,,,,,,,,,1072.0,,2000.0,,,,,,,,,,,,,,,,1549.0,,,,,,,,,,,,,1537.0,1897.0,,,,,,,,,,,,
2702,Gardnerella vaginalis,S,2701,,,,,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,107.0,254.0,170.0,,,297.0,222.0,277.0,,,,150.0,,135.0,,255.0,562.0,181.0,181.0,530.0,,,,251.0,152.0,3752.0,134.0,
2014542,Alcanivorax sp. N3-2A,S,2638842,141.0,,112.0,,,116.0,,114.0,,,,,,,,,,,,334.0,,,,,159.0,,,,,,,,329.0,156.0,448.0,298.0,262.0,148.0,229.0,192.0,224.0,186.0,265.0,150.0,188.0,223.0,112.0,218.0,114.0,336.0,298.0,339.0,152.0,230.0,374.0,233.0,,186.0,185.0,,491.0,272.0,149.0
1539298,Treponema sp. OMZ 838,S,2638727,,,,,,,,,,,,,,2607.0,,,,,,,,,,184.0,332.0,,,,,684.0,,,,,,,,3302.0,,,,285.0,,,,,,,,,,267.0,,,,,,,,,195.0,,
1756150,Elizabethkingia ursingii,S,308865,,,,,,,,,,,,,,,,,,,,7778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177574,Prevotella jejuni,S,838,,,,,,,,,,,,,,1937.0,,,,700.0,,,,,,,,,,,,3821.0,,,,,,,,,,,,,,,325.0,,,,,297.0,,486.0,,,,,,,,,,,
1609966,Confluentimicrobium sp. EMB200-NS6,S,2643318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35841,Bacillus thermoamylovorans,S,1386,558.0,,,327.0,,265.0,,379.0,161.0,,225.0,,,,,,,,,1080.0,,,,,958.0,,,,,1674.0,,251.0,,1516.0,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,
28132,Prevotella melaninogenica,S,838,,,,,,,,,,,,,,,,,,,,,,,,1101.0,,,,,,3526.0,225.0,,,,,,,,,,,420.0,,,,,,,,288.0,,,,,,,,,,,1923.0,,
690566,Sphingobium chlorophenolicum L-1,S1,46429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723645,Rhodococcus sp. 008,S,192944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.0,,,,,,,6631.0,,,,,,,,
2081702,Actinomyces sp. oral taxon 897,S,2609248,,,,,,,,,,,,,,2740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4571.0,,
1229758,Leuconostoc carnosum JB16,S1,1252,,,,,,,,,152.0,319.0,,383.0,,,,,,,,605.0,,,,440.0,,,,,,546.0,,,638.0,269.0,185.0,,,,,,,,,,,,,,,268.0,,,,,,,,,,,3500.0,,
2057025,Spirosoma pollinicola,S,107,,,,,,,121.0,231.0,229.0,118.0,,,,,,,,,,473.0,,,125.0,290.0,242.0,,,,465.0,,,,1853.0,230.0,980.0,158.0,331.0,108.0,,,,,,,,212.0,122.0,114.0,,,,,,,,,,,,,879.0,,
515619,[Eubacterium] rectale ATCC 33656,S1,39491,,,,,,480.0,,,,,,,,,,,,,,1457.0,,,,,,,,,,,,,,164.0,470.0,186.0,,,307.0,349.0,,417.0,,,273.0,,,,,354.0,,254.0,291.0,,787.0,,,344.0,,,852.0,,226.0
622759,Zymomonas mobilis subsp. mobilis NCIMB 11163,S2,120045,,,,,,,,,,,,,,,,,,,,7168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Lactobacillus plantarum,S,1578,,,,,,,,,,,,,,,,,,975.0,,,,,,,1304.0,,,,,,,,4855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265445,Chryseobacterium camelliae,S,59732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591167,Streptomyces pratensis ATCC 33331,S1,1169025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44688,Lactococcus lactis subsp. lactis bv. diacetylactis,S2,1360,,,,,,,,,,,,,,,,,,,,,2888.0,,,,4096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28449,Neisseria subflava,S,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4894.0,,,,903.0,,,,,,,,,,,,,1130.0,,,,,,,,,,,,,,,,
2590869,Janthinobacterium sp. SNU WT3,S,2610881,,,,,,,,,,,,,,,,,,1021.0,,,,,,,,,,,,3012.0,,,2845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705310,Burkholderia sp. IDO3,S,2613784,,,,,,,,,,2479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4271.0,,,,,,,,
1649877,Pseudomonas sp. CCOS 191,S,2583993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6723.0,,,,,,,,,,,,,,,,,,,,,
1294143,Pseudomonas sp. ATCC 13867,S,2583993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6699.0,,,,,,,,,,,,,,,,,,,,,
889201,Streptococcus cristatus ATCC 51100,S1,45634,,,,,,,,,,,,,,,,,,,,6689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179408,Oscillatoria nigro-viridis PCC 7112,S1,482564,,116.0,,,,,194.0,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,493.0,218.0,520.0,,,,,172.0,229.0,199.0,180.0,,183.0,,166.0,272.0,,152.0,151.0,,124.0,838.0,129.0,,236.0,,148.0,1646.0,,207.0
2039166,Chryseobacterium sp. 6424,S,2593645,,,,6673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61645,Enterobacter asburiae,S,354276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6654.0,,,,,,
391735,Verminephrobacter eiseniae EF01-2,S1,364317,,,,,,,,,,,,,,,,,,,,,,,,,5661.0,,,,,,,,,,,,,,978.0,,,,,,,,,,,,,,,,,,,,,,,,
463040,Bordetella genomosp. 13,S,517,,,,,146.0,,,,,143.0,,,,,446.0,,152.0,,217.0,,,,171.0,,1195.0,,,,,1214.0,,,1058.0,,,,,,,151.0,208.0,,,,,,,192.0,,,,522.0,,,435.0,,,,,,,382.0,
795665,Hydrogenophaga sp. PBC,S,2610897,,,,,,,,,,,,,,,,,,,,6602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202149,Thermomonas sp. SY21,S,2633315,,,,1489.0,,,,,,769.0,,,,,,,,,,,,,,,,,,,,,,,,4330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861109,Sphingobium indicum B90A,S1,332055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881016,Achromobacter sp. MFA1 R4,S,2626865,,,,,,,,,,,,,,,,,,,,,,,,,2435.0,,,,,,,,,3523.0,,,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2479767,Blautia sp. SC05B48,S,2648079,,,,,,557.0,,,,,,,,,,,,,,1346.0,,,,,484.0,,,,,1136.0,,,613.0,,514.0,,245.0,,,,,,,,,410.0,,,383.0,,,,,,679.0,,,,,,,,
2015316,Bosea sp. AS-1,S,2653178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4395.0,,,,,,,,,,,,,,,1094.0,,,,,,,,,,,,,,687.0
1208342,Sphingobium fuliginis ATCC 27551,S1,336203,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,798.0,,,,,,,,,,,,,4823.0,,,,,,,,
712357,Leptotrichia sp. oral taxon 212,S,2633022,,,,,,,649.0,,,,,343.0,,,,,,557.0,,,,,,1092.0,,,,,,2736.0,,,295.0,,,,,,,,,,,,,,,,162.0,225.0,,,,,,,,,,,,,
1804984,Burkholderia sp. OLGA172,S,2613784,,,,,,,,,,,3492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520.0,,,,,,,,,,,,,,
2170745,Auritidibacter sp. NML130574,S,2634694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4167.0,,
662755,Corynebacterium resistens DSM 45100,S1,258224,,,,,,,,,,,,,,,,,,,,2854.0,,,,,,,,,,,,,,,,,,,,,,,,,3031.0,,,,,,,,,,,,,,,,,,
121719,Pannonibacter phragmitetus,S,227873,,,,,,1281.0,1545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517.0,,,,456.0,,,,
1082851,Comamonas serinivorans,S,283,,,,,,,,,,,,,,,,,,,,,,,,,5738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217203,Achromobacter spanius,S,222,,,,,,,,,,433.0,,,,,,,,,,,,,,,2229.0,,,,,,,,2435.0,,,,,,,,,,,,,,,,,,,628.0,,,,,,,,,,,
1842539,Bosea sp. RAC05,S,2653178,,,,,,,,,,,,,,,,,,,,,,,,,4192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504.0,,
94132,Ramlibacter tataouinensis,S,174951,,,,,,,,,,,,,,,,,,,,,,,,,5629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69666,Caulobacter mirabilis,S,75,452.0,,,,,,,,,,,,,,,,,,,,,,,,2820.0,,,,,2048.0,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,
549,Pantoea agglomerans,S,1654067,,,,,,239.0,,,,,,,,,,,,,270.0,304.0,,208.0,,,,226.0,,,,,,,3889.0,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,269.0
43771,Corynebacterium urealyticum,S,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394.0,,,,,,
2054227,Sphingopyxis lindanitolerans,S,165697,,,,,,,,,,,,,,,,700.0,,,,,,,,,4666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Pediococcus acidilactici,S,1670797,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,,,,,,,306.0,,,,4627.0,,
561061,Sphingobacterium psychroaquaticum,S,28453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80866,Delftia acidovorans,S,80865,,969.0,,,,,,1623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718.0,,,,,,,,,,,,,,,,,,
363852,Pedobacter ginsengisoli,S,84567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051553,Methylobacterium currus,S,407,,,,,,,,,,3913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.0,,,,,,,,,
2290922,Lysobacter sp. TY2-98,S,2635362,,,,,,,,,,,1033.0,,,,,,,,,,,,,,,,,,,,,,,4254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484429,Sphingobium sp. YBL2,S,2611147,,,,,,,,,,,,,,,,,,,,,,,,,5237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072463,Microbacterium lemovicicum,S,33882,,,,,,,,,,749.0,,,,,,,,,,,,,,,2382.0,,,,,2089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Aggregatibacter aphrophilus,S,416916,,,,,,,,,,,,,,,,,,,,,,,,2522.0,243.0,,,,,,,,,,,,,,,,1500.0,,,,,,,,949.0,,,,,,,,,,,,,,
110319,Nocardioides sp. CF8,S,2615069,,,,,,,,,,,1063.0,,,,,,,,,,,,,,,,,,,,,,2179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.0,,
853,Faecalibacterium prausnitzii,S,216851,,,,,,837.0,,,,,,,,,,,,,,601.0,,,511.0,,109.0,,,,,1089.0,,,829.0,,,,,,,,,,,,,,,,,,,,263.0,,,130.0,,,166.0,,448.0,,174.0
1707785,Massilia sp. WG5,S,2609279,,,,,,,,,,,,,,,,,,,,5044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582905,Nocardioides sp. S-1144,S,2615069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.0,344.0,,,,,,,,,129.0,,,,,,,,,,,,,,,,174.0,,2165.0,,
266264,Cupriavidus metallidurans CH34,S1,119219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2946.0,,,,,,,,,2082.0,,,,,,,,,,,,,,,,,,,,,
2029986,Shewanella sp. WE21,S,196818,,,,,,,673.0,,,,,,,,,,,,,,,,,,,,,,,4324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Rhodopseudomonas palustris,S,1073,,,,,,,,,,,,,,,,,,,,2477.0,,,,,,,,,,,,,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36805,Microbacterium aurum,S,33882,,,,,,,,767.0,,,,,,,,,,,,2838.0,,,,,,,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,962.0,,,,,,,,
439375,Ochrobactrum anthropi ATCC 49188,S1,529,,,,,,,692.0,,,,,,,,,,,385.0,,2080.0,,,,,,,,,,,,,1195.0,,,,,,,485.0,,,,,,,,,,,,,,,,,,,,,,,
1154756,Serratia plymuthica PRI-2C,S1,82996,,,,,,,,,,,,,,,,,,,,4823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908937,Prevotella dentalis DSM 3688,S1,52227,,,,,,,,,,,,,,4392.0,,,,,,,,,,,,,,,,,,,,,,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
509173,Acinetobacter baumannii AYE,S1,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4770.0,,,,,,,,,,,,,,,,,,,,
820,Bacteroides uniformis,S,816,,,,,,1773.0,,,,,,,,,,,,,,,,,,479.0,,,,,,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889.0,,
1141883,Massilia putida,S,149698,,,,,,,,,,,,,,,,,,,,4712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390235,Pseudomonas putida W619,S1,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4709.0
469616,Fusobacterium mortiferum ATCC 9817,S1,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.0,,,,,,,,,835.0,,,,,,,,,,1575.0,,,,,1358.0,,,,,,
1579,Lactobacillus acidophilus,S,1578,,,,,,,,,,,,,,,,,,,,,,,,,,644.0,,,,,,,,1471.0,,,,,,,264.0,,,,,,,,,1736.0,,550.0,,,,,,,,,,,
1892855,Sphingosinicella sp. BN140058,S,2644549,,,,,,,,,,,,,,,,,,,,,,,,,4620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842727,Rhodoferax koreense,S,28065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4555.0,,,,,,,,
539,Eikenella corrodens,S,538,,,,,,,,,,,,,,,,,,1083.0,,,,,,1166.0,,,,,,2258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642780,Marmoricola scoriae,S,86795,166.0,,,,,,,,,,,,,,,,,,,,152.0,,,,448.0,,,,,148.0,,,1868.0,,,,,,251.0,,,,,,,,,,,225.0,,,,,,,,,,,1223.0,,
1725,Corynebacterium xerosis,S,1716,,,,,,,,,,,,1125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351.0,,,,,
656366,Arthrobacter alpinus,S,1663,,,,,,,,,,,,1855.0,,,,,,,,,,,,,,,,,,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938607,Sphingomonas sp. LM7,S,196159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518370,Nocardioides sp. MMS17-SY117,S,2615069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086.0,,,,,,,,,,,,,,,,,,,,,,462.0,,,,,,1900.0,,
1986952,Sphingobacteriaceae bacterium GW460-11-11-14-LB5,S,84568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483798,Nocardioides sp. 603,S,2615069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089.0,,,,,,,,,,,,,,,,,,,,,,401.0,,,,,,1936.0,,
1587,Lactobacillus helveticus,S,1578,,,,,,,379.0,,,,,,,,,,,,,2536.0,,,,,1503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189918,Mycobacterium sp. KMS,S,2642494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82996,Serratia plymuthica,S,613,,,,,,,,,,,,,,,,,,,,4381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375286,Janthinobacterium sp. Marseille,S,2610881,,,,,,,,,,693.0,,,,,,,,,,,,,,,,,,,,2859.0,,,,,,,,,,,,,,,,,,,,,,,,,815.0,,,,,,,,
424182,Rhizobium sp. IRBG74,S,2613769,,,,,,,,,,,,,,,,,,,,4329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644131,Janthinobacterium sp. 1_2014MBL_MicDiv,S,2610881,,,,,,,,,,,,,,,,,,,,4309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13373,Burkholderia mallei,S,111527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275.0,,,,,,,,
1933880,Glutamicibacter halophytocola,S,1742989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4270.0,,
2572036,Beijerinckiaceae bacterium RH AL1,S,45405,,,,,,,,,,,235.0,,,,195.0,169.0,,,,608.0,114.0,,,,324.0,,,,,181.0,,511.0,353.0,392.0,380.0,187.0,,127.0,,,,,,,,,,,126.0,,,,,,324.0,,,,,,,,
1869170,Rhizobium sp. S41,S,2613769,,,,,,,,,,,,,,,,,,,,4195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054460,Streptococcus pseudopneumoniae IS7493,S1,257758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4170.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1571470,Rhizobium sp. ACO-34A,S,2613769,,,,,,,,,,,,,,,,,,,,4148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53354,Streptococcus gallolyticus subsp. gallolyticus,S1,315405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400668,Marinomonas sp. MWYL1,S,196814,,,,,,,,,,,393.0,,,,,,,,,2081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.0,,
76123,Prevotella enoeca,S,838,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,,,,3430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82380,Microbacterium oxydans,S,33882,,,,,,,,,,,,,,,,,,,,2962.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,,,,,,,,,,,,,,
1244,Leuconostoc gelidum,S,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,198.0,,,,3151.0,345.0,
188932,Pedobacter cryoconitis,S,84567,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888050,Schaalia cardiffensis F0333,S1,181487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3812.0,,
717774,Marinomonas mediterranea MMB-1,S1,119864,,,,,,,,,,,396.0,,,,,,,,,1942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.0,,
821,Bacteroides vulgatus,S,816,,,,,,2439.0,,,,,,,,,,,,,,247.0,,,,,,,,,,956.0,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,
2006110,Luteimonas sp. 100111,S,2629088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649756,Anaerostipes hadrus,S,207244,,,,,,593.0,,,,,,251.0,,,,,,,,912.0,,,,,,,,,,1019.0,,,556.0,,,,,,,,,,,,,,,,,405.0,,,,,,,,,,,,,
